"ID";"total activity in";"total activity out";"total activity inout";"SHA in percent";"SHA in number";"SHA out percent";"SHA out number";"SHA inout percent";"SHA inout number";"SHA not taken in percent";"SHA not taken in number";"SHA not taken out percent";"SHA not taken out number";"SHA not taken inout percent";"SHA not taken inout number";"IN_NO_ALARM percent";"IN_NO_ALARM number";"IN_AFTER_ALARM percent";"IN_AFTER_ALARM number";"IN_DURING_ALARM percent";"IN_DURING_ALARM number";"NOT_IN_NO_ALARM percent";"NOT_IN_NO_ALARM number";"NOT_IN_ALARM percent";"NOT_IN_ALARM number";"OUT_NO_ALARM percent";"OUT_NO_ALARM number";"OUT_AFTER_ALARM percent";"OUT_AFTER_ALARM number";"OUT_DURING_ALARM percent";"OUT_DURING_ALARM number";"NOT_OUT_NO_ALARM percent";"NOT_OUT_NO_ALARM number";"NOT_OUT_ALARM percent";"NOT_OUT_ALARM number";"INOUT_NO_ALARM percent";"INOUT_NO_ALARM number";"INOUT_AFTER_ALARM percent";"INOUT_AFTER_ALARM number";"INOUT_DURING_ALARM percent";"INOUT_DURING_ALARM number";"NOT_INOUT_NO_ALARM percent";"NOT_INOUT_NO_ALARM number";"NOT_INOUT_ALARM percent";"NOT_INOUT_ALARM number";"ABANDON_IN percent";"ABANDON_IN number";"ABANDON_OUT percent";"ABANDON_OUT number";"ABANDON_INOUT percent";"ABANDON_INOUT number";"SHA in 30 sec percent";"SHA in 30 sec number";"SHA out 30 sec percent";"SHA out 30 sec number";"SHA inout 30 sec percent";"SHA inout 30 sec number";"IMPOSSIBLE percent";"IMPOSSIBLE number";
"404";"23";"23";"7";"8.70";"2";"13.04";"3";"0.00";"0";"91.30";"21";"86.96";"20";"100.00";"7";"4.35";"1";"4.35";"1";"0.00";"0";"21.74";"5";"69.57";"16";"13.04";"3";"0.00";"0";"0.00";"0";"69.57";"16";"17.39";"4";"0.00";"0";"0.00";"0";"0.00";"0";"57.14";"4";"42.86";"3";"0.00";"0";"0.00";"0";"0.00";"0";"4.35";"1";"13.04";"3";"0.00";"0";"0.00";"0"
"423";"0";"0";"1";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0";"100.00";"1";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0";"100.00";"1";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0"
"425";"4";"4";"1";"0.00";"0";"50.00";"2";"0.00";"0";"100.00";"4";"50.00";"2";"100.00";"1";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0";"100.00";"4";"50.00";"2";"0.00";"0";"0.00";"0";"0.00";"0";"50.00";"2";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0";"100.00";"1";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0";"50.00";"2";"0.00";"0";"0.00";"0"
"520";"2";"1";"2";"50.00";"1";"100.00";"1";"50.00";"1";"50.00";"1";"0.00";"0";"50.00";"1";"50.00";"1";"0.00";"0";"0.00";"0";"0.00";"0";"50.00";"1";"100.00";"1";"0.00";"0";"0.00";"0";"0.00";"0";"0.00";"0";"50.00";"1";"0.00";"0";"0.00";"0";"50.00";"1";"0.00";"0";"0.00";"0";"50.00";"1";"0.00";"0";"50.00";"1";"100.00";"1";"50.00";"1";"0.00";"0"
"530";"1707";"1645";"856";"6.68";"114";"11.61";"191";"4.91";"42";"93.32";"1593";"88.39";"1454";"95.09";"814";"2.99";"51";"3.16";"54";"0.53";"9";"22.38";"382";"70.94";"1211";"9.42";"155";"1.34";"22";"0.85";"14";"37.26";"613";"51.12";"841";"3.62";"31";"0.93";"8";"0.35";"3";"43.11";"369";"51.99";"445";"5.31";"106";"8.69";"168";"1.22";"14";"4.69";"80";"8.27";"136";"4.91";"42";"0.00";"0"
"697";"140";"133";"49";"81.43";"114";"82.71";"110";"79.59";"39";"18.57";"26";"17.29";"23";"20.41";"10";"79.29";"111";"1.43";"2";"0.71";"1";"4.29";"6";"14.29";"20";"79.70";"106";"3.01";"4";"0.00";"0";"9.77";"13";"7.52";"10";"79.59";"39";"0.00";"0";"0.00";"0";"8.16";"4";"12.24";"6";"9.19";"17";"13.48";"24";"4.26";"4";"80.71";"113";"75.19";"100";"79.59";"39";"0.00";"0"
"699";"63";"62";"11";"52.38";"33";"69.35";"43";"63.64";"7";"47.62";"30";"30.65";"19";"36.36";"4";"47.62";"30";"4.76";"3";"0.00";"0";"20.63";"13";"26.98";"17";"66.13";"41";"3.23";"2";"0.00";"0";"22.58";"14";"8.06";"5";"45.45";"5";"18.18";"2";"0.00";"0";"27.27";"3";"9.09";"1";"6.76";"5";"8.22";"6";"0.00";"0";"42.86";"27";"61.29";"38";"63.64";"7";"0.00";"0"
"702";"21";"23";"7";"52.38";"11";"78.26";"18";"57.14";"4";"47.62";"10";"21.74";"5";"42.86";"3";"33.33";"7";"19.05";"4";"0.00";"0";"9.52";"2";"38.10";"8";"73.91";"17";"4.35";"1";"0.00";"0";"13.04";"3";"8.70";"2";"57.14";"4";"0.00";"0";"0.00";"0";"14.29";"1";"28.57";"2";"11.54";"3";"3.57";"1";"8.33";"1";"47.62";"10";"60.87";"14";"57.14";"4";"0.00";"0"
"708";"1784";"1726";"500";"9.47";"169";"48.44";"836";"18.40";"92";"90.53";"1615";"51.56";"890";"81.60";"408";"5.33";"95";"4.04";"72";"0.11";"2";"20.24";"361";"70.29";"1254";"45.54";"786";"2.90";"50";"0.00";"0";"22.89";"395";"28.68";"495";"15.20";"76";"3.20";"16";"0.00";"0";"42.20";"211";"39.40";"197";"3.17";"63";"6.28";"121";"2.56";"18";"5.27";"94";"42.58";"735";"18.40";"92";"0.00";"0"
"725";"2063";"2043";"539";"23.22";"479";"32.89";"672";"24.30";"131";"76.78";"1584";"67.11";"1371";"75.70";"408";"17.45";"360";"5.57";"115";"0.19";"4";"13.81";"285";"62.97";"1299";"30.79";"629";"2.01";"41";"0.10";"2";"32.75";"669";"34.36";"702";"10.76";"58";"13.17";"71";"0.37";"2";"33.40";"180";"42.30";"228";"3.00";"67";"3.93";"87";"2.53";"18";"20.50";"423";"29.17";"596";"24.30";"131";"0.00";"0"
